stepNum,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,length,AreaShape_MinorAxisLength,AreaShape_Orientation,Children_transconjugants_Count,Intensity_MeanIntensity_gfp_channel_14bit,Intensity_MeanIntensity_rfp_channel_14bit,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_6,Number_Object_Number,label,TrackObjects_Lifetime_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,color_mask,coordinate,checked,endppoint1_X,endppoint1_Y,endppoint2_X,endppoint2_Y,noise_bac,id,divideFlag,daughters_index,bad_division_flag,unexpected_end,division_time,transition,LifeHistory,difference_neighbors,parent_id,daughter_orientation,daughter_length_to_mother,daughters_distance,bac_length_to_back,next_to_first_bac_length_ratio,mother_last_to_first_bac_length_ratio,bac_length_to_back_orientation_changes,max_daughter_len_to_mother,bacteria_movement,bacteria_slope,direction_of_motion,angle_between_neighbor_motion_bac_motion,cellAge,growthRate,startVol,targetVol,pos,time,radius,dir,ends,strainRate,strainRate_rolling,gfp_intensity,rfp_intensity,transconjugant_flag
1,1,145,16.30775172,38.04877241,2.794094453,1.378572696,-2.312669212,0,2.95E-06,0.306494188,16.30775172,38.04877241,0,40.66730903,1,1,1,0,0,,,TRUE,15.36380911,37.01886305,17.25169434,39.07868178,FALSE,1,TRUE,"[13946, 13951]",FALSE,FALSE,49,FALSE,48,0,0,,,,,,,,,,1.091072008,0,0,1,0.072,2.794094453,10.84450837,"[16.30775172413793, 38.0487724137931]",0.083333333,0.689286348,"[-0.6756697951946116, -0.7372044003271221]","[[15.363809110779776, 37.0188630510052], [17.251694337496083, 39.07868177658101]]",0,0,2.95E-06,0.306494188,0
1,2,157,36.63103185,42.45798726,3.280505515,1.277960889,-1.820711869,0,0.05694667,0.000232093,36.63103185,42.45798726,0,25.83289982,2,2,1,0,0,,,TRUE,36.22536105,40.86869172,37.03670265,44.0472828,FALSE,2,TRUE,"[1678, 1687]",FALSE,FALSE,15,FALSE,14,0,0,,,,,,,,,,3.917697658,0,0,1,0.727,3.280505515,7.26369959,"[36.631031847133755, 42.45798726114649]",0.083333333,0.638980444,"[-0.24732212591666547, -0.9689333135113382]","[[36.225361048139405, 40.868691721948224], [37.036702646128106, 44.04728280034476]]",0,0,0.05694667,0.000232093,0
1,3,211,39.2294218,41.74703318,4.617509149,1.252138958,-0.045666439,0,0.058617208,0.000382416,39.2294218,41.74703318,0,55.34843836,3,3,1,0,0,,,TRUE,41.53576943,41.64163722,36.92307417,41.85242913,FALSE,3,TRUE,"[186, 187]",FALSE,FALSE,3,FALSE,2,0,0,,,,,,,,,,-0.045698211,0,0,1,0.581,4.617509149,4.846613524,"[39.22942180094787, 41.74703317535544]",0.083333333,0.626069479,"[0.9989574693509448, -0.04565056875829952]","[[41.53576942790969, 41.641637215912276], [36.923074173986045, 41.852429134798605]]",0,0,0.058617208,0.000382416,0
1,4,116,44.48358621,42.67489655,2.088323101,1.471302306,-1.936640226,0,0.000404101,0.100834248,44.48358621,42.67489655,0,36.96677783,4,4,1,0,0,,,TRUE,44.11005049,41.69983532,44.85712192,43.64995779,FALSE,4,FALSE,,FALSE,FALSE,0,FALSE,46,0,0,,,,,,,,,,2.610356111,0,0,1,0.014,2.088323101,2.536131514,"[44.48358620689655, 42.67489655172414]",0.083333333,0.735651153,"[-0.3577374732936447, -0.933822199458483]","[[44.11005049219288, 41.69983531626181], [44.85712192160021, 43.649957787186466]]",0,0,0.000404101,0.100834248,0
1,5,150,38.83584,42.86784,3.213299285,1.254565681,-0.078445823,0,0.063576003,0.000432136,38.83584,42.86784,0,98.81866182,5,5,1,0,0,,,TRUE,40.43754872,42.74193427,37.23413128,42.99374573,FALSE,5,TRUE,"[734, 736]",FALSE,FALSE,8,FALSE,7,0,0,,,,,,,,,,-0.078607132,0,0,1,0.73,3.213299285,4.646996547,"[38.83584, 42.867839999999994]",0.083333333,0.62728284,"[0.9969247039688127, -0.0783653917025559]","[[40.437548719102466, 42.74193427144681], [37.23413128089753, 42.99374572855318]]",0,0,0.063576003,0.000432136,0
1,6,153,64.16376471,43.97082353,3.47466443,1.173000505,-1.819423504,0,0.062836054,0.000153986,64.16376471,43.97082353,0,80.44810342,6,6,1,0,0,,,TRUE,63.73625314,42.28691228,64.59127627,45.65473478,FALSE,6,TRUE,"[977, 985]",FALSE,FALSE,10,FALSE,9,0,0,,,,,,,,,,3.93886716,0,0,1,0.736,3.47466443,5.754552102,"[64.16376470588234, 43.97082352941177]",0.083333333,0.586500253,"[-0.2460735818111211, -0.9692511502880177]","[[63.73625314494458, 42.28691228160292], [64.5912762668201, 45.65473477722058]]",0,0,0.062836054,0.000153986,0
1,7,166,46.42612048,43.75431325,2.8962415,1.524119101,-2.160922821,0,5.48E-05,0.139668953,46.42612048,43.75431325,0,72.75653061,7,7,1,0,0,,,TRUE,45.62029034,42.55111274,47.23195063,44.95751377,FALSE,7,FALSE,,FALSE,FALSE,0,FALSE,27,0,0,,,,,,,,,,1.493119267,0,0,1,0.003,2.8962415,2.863242374,"[46.42612048192771, 43.75431325301204]",0.083333333,0.76205955,"[-0.5564661274132859, -0.8308702961603939]","[[45.620290336133735, 42.551112736561656], [47.23195062772169, 44.95751376946243]]",0,0,5.48E-05,0.139668953,0
1,8,149,63.05943624,44.06979866,3.04227726,1.318742042,-1.817208849,0,0.07139215,0.000201132,63.05943624,44.06979866,0,76.60067154,8,8,1,0,0,,,TRUE,62.68839034,42.59460793,63.43048215,45.54498938,FALSE,8,TRUE,"[1104, 1112]",FALSE,FALSE,11,FALSE,10,0,0,,,,,,,,,,3.97576339,0,0,1,0.778,3.04227726,5.500785578,"[63.05943624161073, 44.06979865771812]",0.083333333,0.659371021,"[-0.24392642265440825, -0.9697937411279901]","[[62.688390337194136, 42.59460793479998], [63.43048214602733, 45.54498938063625]]",0,0,0.07139215,0.000201132,0
1,9,156,45.39969231,44.73507692,2.771253366,1.493719963,-2.004302727,0,8.37E-05,0.127529428,45.39969231,44.73507692,0,70.27669156,9,9,1,0,0,,,TRUE,44.81765229,43.47762286,45.98173232,45.99253099,FALSE,9,TRUE,"[1855, 1859]",FALSE,FALSE,16,FALSE,15,0,0,,,,,,,,,,2.160425465,0,0,1,0.457,2.771253366,4.826194378,"[45.399692307692305, 44.73507692307692]",0.083333333,0.746859981,"[-0.4200554307467841, -0.9074984490896575]","[[44.8176522945439, 43.47762285730932], [45.98173232084071, 45.992530988844514]]",0,0,8.37E-05,0.127529428,0
1,10,233,66.48288412,46.16096137,4.421205579,1.42893054,-1.763345428,0,0.087486195,0.000308062,66.48288412,46.16096137,0,19.92997695,10,10,1,0,0,,,TRUE,66.05985984,43.99121135,66.9059084,48.33071139,FALSE,10,TRUE,"[50475, 50514]",FALSE,FALSE,89,FALSE,88,0,0,,,,,,,,,,5.129138244,0,0,1,0.002,4.421205579,4.763882988,"[66.48288412017168, 46.160961373390556]",0.083333333,0.71446527,"[-0.19136150714342892, -0.9815196246554602]","[[66.0598598387196, 43.99121135339422], [66.90590840162375, 48.33071139338689]]",0,0,0.087486195,0.000308062,0
