stepNum,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,length,AreaShape_MinorAxisLength,AreaShape_Orientation,Children_transconjugants_Count,Intensity_MeanIntensity_gfp_channel_14bit,Intensity_MeanIntensity_rfp_channel_14bit,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_6,Number_Object_Number,label,TrackObjects_Lifetime_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,color_mask,coordinate,checked,endppoint1_X,endppoint1_Y,endppoint2_X,endppoint2_Y,noise_bac,id,divideFlag,daughters_index,bad_division_flag,unexpected_end,division_time,transition,LifeHistory,difference_neighbors,parent_id,daughter_orientation,daughter_length_to_mother,daughters_distance,bac_length_to_back,next_to_first_bac_length_ratio,mother_last_to_first_bac_length_ratio,bac_length_to_back_orientation_changes,max_daughter_len_to_mother,bacteria_movement,bacteria_slope,direction_of_motion,angle_between_neighbor_motion_bac_motion,cellAge,growthRate,startVol,targetVol,pos,time,radius,dir,ends,strainRate,strainRate_rolling,gfp_intensity,rfp_intensity,transconjugant_flag
1,1,172,61.25776744,32.81693023,3.107802267,1.462126719,-2.348910491,0,0.045062021,0.000166075,61.25776744,32.81693023,0,30.57695287,1,1,1,0,0,,,TRUE,60.16702596,31.71018195,62.34850892,33.92367851,FALSE,1,TRUE,"[1584, 1586]",FALSE,FALSE,11,FALSE,10,0,0,,,,,,,,,,1.014675151,0,0,1,0.75,3.107802267,5.448193396,"[61.257767441860466, 32.816930232558136]",0.083333333,0.73106336,"[-0.7019375033323726, -0.7122385424950797]","[[60.16702595972995, 31.710181953995633], [62.348508923990984, 33.923678511120634]]",0,0,0.045062021,0.000166075,0
1,2,177,63.23877966,34.21911864,3.51474776,1.337401147,-1.836748368,0,0.040260714,0.00029518,63.23877966,34.21911864,0,135.5427654,2,2,1,0,0,,,TRUE,62.77689267,32.52352926,63.70066665,35.91470803,FALSE,2,TRUE,"[889, 890]",FALSE,FALSE,7,FALSE,6,0,0,,,,,,,,,,3.671004883,0,0,1,0.735,3.51474776,4.755563844,"[63.23877966101694, 34.21911864406779]",0.083333333,0.668700574,"[-0.26282795743170834, -0.9648427150537419]","[[62.77689267373734, 32.523529258487926], [63.70066664829654, 35.914708029647656]]",0,0,0.040260714,0.00029518,0
1,3,187,35.99383957,38.98780749,3.295191646,1.516806537,-2.463845518,0,5.22E-06,0.124051768,35.99383957,38.98780749,0,76.73800313,3,3,1,0,0,,,TRUE,34.7103833,37.95469956,37.27729584,40.02091542,FALSE,3,TRUE,"[575, 577]",FALSE,FALSE,5,FALSE,4,0,0,,,,,,,,,,0.804942057,0,0,1,0.599,3.295191646,3.806868935,"[35.99383957219251, 38.98780748663101]",0.083333333,0.758403269,"[-0.7789873299961221, -0.6270396635823867]","[[34.71038330122988, 37.95469955614501], [37.277295843155144, 40.02091541711702]]",0,0,5.22E-06,0.124051768,0
1,4,187,64.15469519,39.28350802,3.654319057,1.362008554,-1.025929522,0,0.049789454,0.005794838,64.15469519,39.28350802,0,28.9732962,4,4,1,0,0,,,TRUE,65.10171962,37.72092789,63.20767075,40.84608815,FALSE,4,TRUE,"[1059, 1064]",FALSE,FALSE,8,FALSE,7,0,0,,,,,,,,,,-1.649989243,0,0,1,0.805,3.654319057,5.502854357,"[64.15469518716577, 39.28350802139038]",0.083333333,0.681004277,"[0.5183041874091294, -0.855196333781993]","[[65.10171962177546, 37.72092789150833], [63.20767075255609, 40.846088151272426]]",0,0,0.049789454,0.005794838,0
1,5,132,34.59163636,39.54327273,2.493921995,1.40161438,-2.550389431,0,0.002363299,0.131375092,34.59163636,39.54327273,0,99.49533537,5,5,1,0,0,,,TRUE,33.55632124,38.84826601,35.62695148,40.23827944,FALSE,5,TRUE,"[1060, 1065]",FALSE,FALSE,8,FALSE,7,0,0,,,,,,,,,,0.671299685,0,0,1,0.211,2.493921995,2.790284748,"[34.59163636363636, 39.54327272727273]",0.083333333,0.70080719,"[-0.8302706514106994, -0.5573604268389108]","[[33.5563212441102, 38.848266013556625], [35.62695148316252, 40.23827944098883]]",0,0,0.002363299,0.131375092,0
1,6,190,65.95957895,40.59966316,3.668330424,1.391931535,-2.251680216,0,0.003926869,0.122343626,65.95957895,40.59966316,0,92.42699496,6,6,1,0,0,,,TRUE,64.80500851,39.17448628,67.11414939,42.02484003,FALSE,6,TRUE,"[425, 433]",FALSE,FALSE,4,FALSE,3,0,0,,,,,,,,,,1.234378454,0,0,1,0.663,3.668330424,4.096602312,"[65.95957894736841, 40.59966315789473]",0.083333333,0.695965767,"[-0.6294800665702975, -0.7770166316049186]","[[64.80500850766839, 39.17448628312211], [67.11414938706844, 42.024840032667356]]",0,0,0.003926869,0.122343626,0
1,7,166,37.75575904,41.12674699,2.910269345,1.521260092,-1.856083581,0,0.001069602,0.109601326,37.75575904,41.12674699,0,55.23819074,7,7,1,0,0,,,TRUE,37.34623597,39.73042762,38.16528211,42.52306635,FALSE,7,TRUE,"[3307, 3328]",FALSE,FALSE,19,FALSE,18,0,0,,,,,,,,,,3.409623205,0,0,1,0.206,2.910269345,4.249400701,"[37.755759036144575, 41.126746987951805]",0.083333333,0.760630046,"[-0.28143310619122947, -0.9595808495064687]","[[37.34623596534222, 39.73042762278797], [38.16528210694693, 42.52306635311564]]",0,0,0.001069602,0.109601326,0
1,8,105,36.28251429,40.95497143,2.058539139,1.349240812,-2.167742267,0,0.004210327,0.140056895,36.28251429,40.95497143,0,157.6025319,8,8,1,0,0,,,TRUE,35.70394208,40.10370763,36.86108649,41.80623522,FALSE,8,TRUE,"[2836, 2854]",FALSE,FALSE,17,FALSE,16,0,0,,,,,,,,,,1.471318159,0,0,1,0.612,2.058539139,4.521680749,"[36.28251428571428, 40.954971428571426]",0.083333333,0.674620406,"[-0.5621192194562267, -0.8270562152102615]","[[35.70394207868835, 40.103707633977095], [36.861086492740206, 41.80623522316576]]",0,0,0.004210327,0.140056895,0
1,9,118,50.82955932,40.82644068,2.246341325,1.393608082,-2.468789231,0,0,0.048656624,50.82955932,40.82644068,0,48.90134545,9,9,1,0,0,,,TRUE,49.95115259,40.12650214,51.70796605,41.52637921,FALSE,9,TRUE,"[3831, 3832]",FALSE,FALSE,21,FALSE,20,0,0,,,,,,,,,,0.796827382,0,0,1,0.515,2.246341325,5.008529656,"[50.829559322033894, 40.826440677966104]",0.083333333,0.696804041,"[-0.7820777017799935, -0.6231809274829611]","[[49.95115259141724, 40.12650214264273], [51.70796605265055, 41.52637921328948]]",0,0,0,0.048656624,0
1,10,143,34.97387413,41.32397203,3.151926764,1.206743932,-2.342763006,0,0.062013092,0.01433409,34.97387413,41.32397203,0,176.8597337,10,10,1,0,0,,,TRUE,33.8745675,40.1947309,36.07318075,42.45321316,FALSE,10,FALSE,,FALSE,FALSE,0,FALSE,50,0,0,,,,,,,,,,1.02723035,0,0,1,-0.072,3.151926764,2.245942007,"[34.97387412587412, 41.32397202797202]",0.083333333,0.603371966,"[-0.6975457914896644, -0.7165402073680566]","[[33.874567501117774, 40.19473089932612], [36.07318075063046, 42.45321315661792]]",0,0,0.062013092,0.01433409,0
